id,column_id,serial_number,model,atype,status,installation_date,last_inspection_date,inspection_certificate,information,notes,created_at,updated_at
434,282,8199,Standard,Corporate,Active,26/3/2018,14/11/2018,Certified,Best 0-100 mph,Long note,11/12/2018,3/23/2018
435,30,9726,Standard,Commercial,Active,24/7/2018,26/12/2018,Certified,Nice music,Useless note,5/12/2018,1/3/2019
436,25,4927,Premium,Hybrid,Active,19/10/2018,26/7/2018,Certified,Shinny elevator,Long note,10/7/2018,10/26/2018
437,13,7059,Premium,Residential,Active,25/5/2018,3/8/2018,Certified,Look at me,This is a note,3/3/2019,8/7/2018
438,71,8503,Premium,Corporate,Active,11/3/2019,7/12/2018,Certified,Best 0-100 mph,Long note,9/10/2018,6/8/2018
439,78,1553,Excelium,Commercial,Active,20/4/2018,20/10/2018,Certified,This in an interesting information,Not an interesting note,3/18/2018,10/13/2018
440,252,3719,Premium,Hybrid,Active,5/6/2018,6/1/2019,Certified,This in an interesting information,Long note,8/16/2018,7/27/2018
441,296,8288,Standard,Residential,Active,13/11/2018,19/2/2019,Certified,Shinny elevator,This is a note,9/11/2018,9/17/2018
442,296,6098,Premium,Corporate,Active,3/12/2018,5/12/2018,Certified,Best 0-100 mph,Useless note,3/16/2018,8/24/2018
443,154,9642,Premium,Commercial,Active,3/10/2018,24/12/2018,Certified,Shinny elevator,Useless note,11/14/2018,1/8/2019
444,492,7463,Premium,Hybrid,Active,12/7/2018,17/3/2018,Certified,Shinny elevator,Useless note,2/15/2019,2/10/2019
445,271,1319,Standard,Residential,Active,12/3/2019,11/10/2018,Certified,This in an interesting information,Long note,5/8/2018,6/10/2018
446,283,5165,Excelium,Corporate,Active,28/8/2018,26/7/2018,Certified,Shinny elevator,Long note,10/13/2018,5/8/2018
447,449,6796,Excelium,Commercial,Inactive,18/12/2018,23/9/2018,Not Certified,Nice music,Long note,12/25/2018,5/4/2018
448,324,8437,Premium,Hybrid,Active,28/2/2019,16/7/2018,Certified,Nice music,Useless note,5/31/2018,7/21/2018
449,406,4271,Standard,Residential,Active,14/10/2018,23/7/2018,Certified,Best 0-100 mph,Not an interesting note,12/25/2018,8/26/2018
450,130,7605,Premium,Corporate,Active,25/5/2018,24/9/2018,Not Certified,Best 0-100 mph,This is a note,4/1/2018,1/24/2019
451,276,6919,Premium,Commercial,Active,3/7/2018,12/5/2018,Certified,Shinny elevator,Not an interesting note,6/18/2018,4/26/2018
452,276,4527,Standard,Hybrid,Active,3/12/2018,26/2/2019,Certified,Look at me,Not an interesting note,3/14/2018,5/26/2018
453,168,7012,Standard,Residential,Active,5/10/2018,29/7/2018,Certified,Best 0-100 mph,Useless note,11/6/2018,7/19/2018
454,186,5972,Standard,Corporate,Active,14/9/2018,30/5/2018,Certified,Nice music,Long note,5/13/2018,1/22/2019
455,56,6548,Excelium,Commercial,Active,15/9/2018,7/11/2018,Certified,Shinny elevator,Long note,12/22/2018,7/15/2018
456,264,3876,Standard,Hybrid,Active,25/7/2018,29/9/2018,Not Certified,Best 0-100 mph,This is a note,6/15/2018,5/5/2018
457,322,2210,Standard,Residential,Active,8/1/2019,11/8/2018,Not Certified,Shinny elevator,This is a note,12/10/2018,2/2/2019
458,113,2126,Standard,Corporate,Active,3/4/2018,6/6/2018,Certified,Look at me,Long note,7/17/2018,12/10/2018
459,257,5781,Standard,Commercial,Active,7/8/2018,17/4/2018,Certified,Nice music,Useless note,12/28/2018,1/12/2019
460,222,3977,Premium,Hybrid,Active,19/8/2018,22/6/2018,Certified,Shinny elevator,Long note,1/21/2019,12/28/2018
461,7,1128,Premium,Residential,Active,24/8/2018,22/8/2018,Certified,Best 0-100 mph,Useless note,3/22/2018,11/1/2018
462,42,1005,Excelium,Corporate,Active,8/9/2018,25/1/2019,Certified,Nice music,Not an interesting note,8/8/2018,9/29/2018
463,255,9041,Premium,Commercial,Active,9/11/2018,20/12/2018,Certified,Nice music,This is a note,1/19/2019,5/7/2018
464,489,1618,Premium,Hybrid,Active,9/1/2019,15/6/2018,Certified,Best 0-100 mph,This is a note,9/25/2018,11/3/2018
465,115,8853,Excelium,Residential,Active,11/7/2018,18/9/2018,Certified,Nice music,This is a note,1/6/2019,3/12/2019
466,376,6505,Excelium,Corporate,Active,18/2/2019,18/2/2019,Certified,Shinny elevator,Long note,10/12/2018,4/26/2018
467,485,4846,Premium,Commercial,Active,8/7/2018,14/11/2018,Certified,Shinny elevator,Not an interesting note,8/31/2018,5/25/2018
468,155,2625,Standard,Hybrid,Active,19/6/2018,25/9/2018,Certified,Shinny elevator,This is a note,10/3/2018,1/8/2019
469,421,6960,Excelium,Residential,Active,19/11/2018,8/1/2019,Certified,Nice music,Useless note,7/24/2018,3/27/2018
470,193,5876,Excelium,Corporate,Active,27/7/2018,9/1/2019,Certified,This in an interesting information,Useless note,10/2/2018,8/9/2018
471,485,1077,Premium,Commercial,Active,21/10/2018,13/2/2019,Certified,This in an interesting information,Useless note,3/24/2018,11/21/2018
472,345,3926,Premium,Hybrid,Active,20/3/2018,3/10/2018,Certified,Nice music,This is a note,10/27/2018,8/2/2018
473,68,2210,Standard,Residential,Active,22/5/2018,20/1/2019,Certified,This in an interesting information,Useless note,11/18/2018,3/24/2018
474,263,1756,Excelium,Corporate,Active,1/5/2018,13/3/2018,Certified,Best 0-100 mph,This is a note,10/8/2018,10/30/2018
475,427,8730,Standard,Commercial,Active,9/9/2018,7/8/2018,Certified,Look at me,This is a note,5/26/2018,2/13/2019
476,345,2106,Excelium,Hybrid,Active,26/1/2019,19/7/2018,Certified,Nice music,This is a note,11/21/2018,9/6/2018
477,169,2859,Excelium,Residential,Active,6/9/2018,29/8/2018,Certified,This in an interesting information,Long note,3/26/2018,7/28/2018
478,3,1563,Excelium,Corporate,Active,6/2/2019,9/7/2018,Certified,Nice music,Not an interesting note,9/4/2018,11/21/2018
479,378,4063,Excelium,Commercial,Active,11/8/2018,23/10/2018,Certified,Best 0-100 mph,Useless note,4/23/2018,12/5/2018
480,443,2467,Premium,Hybrid,Active,31/5/2018,29/8/2018,Certified,Nice music,Useless note,5/6/2018,5/1/2018
481,212,8612,Excelium,Residential,Active,1/3/2019,25/9/2018,Certified,Shinny elevator,This is a note,3/3/2019,4/14/2018
482,227,6406,Excelium,Corporate,Active,30/1/2019,2/9/2018,Certified,Nice music,Not an interesting note,1/19/2019,2/4/2019
483,413,3306,Premium,Commercial,Active,7/5/2018,29/1/2019,Certified,This in an interesting information,Not an interesting note,3/8/2019,8/7/2018
484,419,2958,Premium,Hybrid,Active,3/2/2019,21/4/2018,Certified,This in an interesting information,Long note,7/21/2018,3/3/2019
485,473,8715,Standard,Residential,Active,23/4/2018,4/8/2018,Certified,Best 0-100 mph,This is a note,11/1/2018,8/4/2018
486,492,5382,Standard,Corporate,Active,6/5/2018,26/8/2018,Certified,Nice music,Useless note,1/5/2019,12/17/2018
487,219,4266,Premium,Commercial,Active,14/2/2019,29/10/2018,Certified,Look at me,Not an interesting note,8/14/2018,11/18/2018
488,359,1534,Premium,Hybrid,Active,17/5/2018,8/10/2018,Not Certified,Best 0-100 mph,Long note,6/14/2018,7/8/2018
489,455,7625,Premium,Residential,Active,7/2/2019,29/6/2018,Certified,Shinny elevator,Long note,1/13/2019,8/7/2018
490,386,6817,Standard,Corporate,Active,20/3/2018,30/9/2018,Certified,Best 0-100 mph,Useless note,4/6/2018,9/27/2018
491,297,2422,Excelium,Commercial,Active,3/12/2018,25/3/2018,Not Certified,Nice music,Not an interesting note,11/28/2018,7/5/2018
492,59,2367,Standard,Hybrid,Active,24/4/2018,15/3/2018,Certified,Nice music,Long note,11/21/2018,4/21/2018
493,249,3676,Premium,Residential,Active,4/9/2018,11/7/2018,Certified,Best 0-100 mph,Useless note,8/11/2018,6/3/2018
494,266,3256,Premium,Corporate,Active,21/6/2018,6/4/2018,Certified,Nice music,Long note,12/24/2018,4/7/2018
495,353,1964,Premium,Commercial,Active,24/4/2018,3/4/2018,Not Certified,Nice music,Useless note,1/5/2019,10/27/2018
496,15,2162,Excelium,Hybrid,Active,16/7/2018,14/5/2018,Certified,Nice music,This is a note,10/26/2018,5/20/2018
497,116,4061,Standard,Residential,Active,14/8/2018,22/10/2018,Certified,Nice music,Useless note,1/6/2019,5/31/2018
498,73,1732,Standard,Corporate,Active,27/7/2018,22/10/2018,Not Certified,This in an interesting information,Long note,3/7/2019,12/17/2018
499,121,2769,Standard,Commercial,Active,21/5/2018,16/10/2018,Certified,Nice music,Long note,7/26/2018,12/15/2018
500,401,7518,Premium,Hybrid,Active,5/4/2018,23/2/2019,Certified,Nice music,Useless note,5/24/2018,9/5/2018
501,148,8194,Standard,Residential,Active,30/9/2018,11/12/2018,Certified,Nice music,This is a note,10/9/2018,10/28/2018
502,275,9186,Standard,Corporate,Active,7/6/2018,22/2/2019,Certified,Nice music,Long note,11/5/2018,6/4/2018
503,79,3612,Premium,Commercial,Active,28/8/2018,13/1/2019,Certified,Look at me,This is a note,7/21/2018,4/17/2018
504,57,3696,Excelium,Hybrid,Active,14/4/2018,27/3/2018,Certified,Best 0-100 mph,Not an interesting note,12/26/2018,6/23/2018
505,178,8838,Excelium,Residential,Active,16/7/2018,30/7/2018,Certified,Shinny elevator,This is a note,5/30/2018,4/20/2018
506,151,4507,Premium,Corporate,Active,11/10/2018,20/8/2018,Certified,Look at me,This is a note,2/23/2019,10/6/2018
507,191,8646,Standard,Commercial,Active,21/1/2019,1/6/2018,Certified,Look at me,Useless note,2/3/2019,9/6/2018
508,145,5654,Excelium,Hybrid,Active,3/3/2019,7/8/2018,Certified,Look at me,This is a note,2/16/2019,12/29/2018
509,408,4491,Standard,Residential,Active,13/10/2018,22/8/2018,Certified,Nice music,Useless note,1/10/2019,6/20/2018
510,469,3316,Excelium,Corporate,Active,5/10/2018,1/4/2018,Certified,Best 0-100 mph,This is a note,12/9/2018,1/14/2019
511,52,5176,Premium,Commercial,Active,9/4/2018,9/5/2018,Certified,Best 0-100 mph,Not an interesting note,5/28/2018,7/14/2018
512,474,2013,Standard,Hybrid,Active,18/2/2019,8/1/2019,Certified,Best 0-100 mph,Not an interesting note,9/16/2018,10/10/2018
513,142,3132,Premium,Residential,Active,12/10/2018,15/9/2018,Certified,Nice music,Useless note,8/21/2018,8/31/2018
514,86,7968,Premium,Corporate,Active,14/10/2018,5/11/2018,Certified,Nice music,Not an interesting note,10/8/2018,3/25/2018
515,329,3150,Excelium,Commercial,Active,8/4/2018,6/2/2019,Certified,Best 0-100 mph,Long note,10/27/2018,2/6/2019
516,47,6477,Standard,Hybrid,Active,11/5/2018,23/1/2019,Certified,Nice music,Long note,2/5/2019,12/21/2018
517,425,7908,Premium,Residential,Active,6/2/2019,13/2/2019,Certified,Shinny elevator,Useless note,4/3/2018,8/18/2018
518,150,6307,Standard,Corporate,Active,13/11/2018,21/11/2018,Certified,Look at me,Long note,10/16/2018,2/17/2019
519,319,1152,Standard,Commercial,Active,15/5/2018,16/3/2018,Certified,This in an interesting information,Useless note,6/28/2018,1/22/2019
520,221,8055,Standard,Hybrid,Active,22/12/2018,10/11/2018,Certified,Nice music,Long note,7/4/2018,7/18/2018
521,84,4841,Premium,Residential,Active,3/6/2018,1/2/2019,Certified,Look at me,Not an interesting note,3/7/2019,1/19/2019
522,68,8110,Excelium,Corporate,Inactive,2/1/2019,8/4/2018,Certified,This in an interesting information,Long note,1/12/2019,11/28/2018
523,247,4915,Premium,Commercial,Active,29/1/2019,21/1/2019,Certified,Nice music,Long note,11/13/2018,10/31/2018
524,43,2469,Standard,Hybrid,Active,15/5/2018,12/8/2018,Certified,This in an interesting information,Not an interesting note,7/11/2018,2/15/2019
525,137,5067,Excelium,Residential,Active,29/3/2018,15/5/2018,Certified,Nice music,Long note,12/3/2018,6/3/2018
526,106,6361,Excelium,Corporate,Active,23/1/2019,21/1/2019,Certified,Look at me,Not an interesting note,12/25/2018,3/24/2018
527,202,2766,Standard,Commercial,Active,5/5/2018,16/2/2019,Certified,Nice music,Useless note,2/23/2019,4/19/2018
528,374,7571,Excelium,Hybrid,Active,7/10/2018,14/11/2018,Certified,This in an interesting information,Long note,10/4/2018,11/22/2018
529,132,7030,Standard,Residential,Active,27/10/2018,11/5/2018,Certified,Nice music,Long note,4/24/2018,9/13/2018
530,424,2507,Excelium,Corporate,Active,18/2/2019,30/3/2018,Certified,Nice music,Long note,8/4/2018,9/27/2018
531,102,8796,Premium,Commercial,Active,29/8/2018,19/8/2018,Certified,Nice music,Useless note,1/25/2019,3/7/2019
532,241,8370,Standard,Hybrid,Active,4/3/2019,20/8/2018,Certified,Shinny elevator,Long note,11/27/2018,11/11/2018
533,92,5508,Excelium,Residential,Active,11/2/2019,13/7/2018,Certified,Nice music,Not an interesting note,10/26/2018,5/4/2018
534,239,2421,Excelium,Corporate,Active,25/10/2018,13/8/2018,Certified,Nice music,Not an interesting note,12/16/2018,6/30/2018
535,181,2865,Excelium,Commercial,Active,5/10/2018,17/9/2018,Certified,Best 0-100 mph,This is a note,1/16/2019,7/18/2018
536,269,2045,Excelium,Hybrid,Active,7/11/2018,12/5/2018,Certified,Shinny elevator,This is a note,9/14/2018,6/3/2018
537,425,2249,Premium,Residential,Active,25/11/2018,13/1/2019,Certified,Shinny elevator,Useless note,2/21/2019,7/8/2018
538,323,1337,Standard,Corporate,Active,1/1/2019,15/4/2018,Certified,Best 0-100 mph,Useless note,8/3/2018,1/18/2019
539,436,8626,Standard,Commercial,Active,9/10/2018,3/6/2018,Certified,Shinny elevator,Useless note,8/13/2018,11/15/2018
540,461,6145,Excelium,Hybrid,Active,3/3/2019,10/7/2018,Certified,Nice music,Not an interesting note,1/18/2019,9/21/2018
541,486,5704,Premium,Residential,Active,9/9/2018,13/4/2018,Certified,Shinny elevator,This is a note,6/7/2018,7/27/2018
542,442,3047,Standard,Corporate,Active,7/6/2018,23/5/2018,Certified,Shinny elevator,Not an interesting note,1/30/2019,3/1/2019
543,387,4193,Excelium,Commercial,Active,30/1/2019,17/12/2018,Certified,Best 0-100 mph,Long note,6/11/2018,2/10/2019
544,405,8863,Premium,Hybrid,Active,23/4/2018,5/8/2018,Certified,Best 0-100 mph,Not an interesting note,5/31/2018,3/7/2019
545,88,3317,Excelium,Residential,Active,5/1/2019,9/2/2019,Certified,Shinny elevator,Not an interesting note,9/14/2018,5/5/2018
546,441,1109,Excelium,Corporate,Active,3/3/2019,30/5/2018,Certified,Shinny elevator,Useless note,1/10/2019,12/3/2018
547,488,3287,Excelium,Commercial,Active,31/5/2018,14/2/2019,Certified,This in an interesting information,This is a note,6/9/2018,1/21/2019
548,315,3764,Premium,Hybrid,Active,13/10/2018,13/9/2018,Not Certified,Nice music,Long note,5/5/2018,11/4/2018
549,451,2800,Excelium,Residential,Active,16/5/2018,6/10/2018,Certified,This in an interesting information,Useless note,10/7/2018,6/3/2018
550,447,9505,Excelium,Corporate,Active,18/2/2019,11/7/2018,Certified,This in an interesting information,Useless note,11/17/2018,3/3/2019
551,123,8470,Standard,Commercial,Active,27/11/2018,2/2/2019,Certified,Shinny elevator,Useless note,3/22/2018,10/17/2018
552,91,7681,Standard,Hybrid,Active,3/3/2019,10/7/2018,Certified,Nice music,Long note,1/14/2019,7/19/2018
553,304,9634,Excelium,Residential,Active,1/9/2018,31/5/2018,Certified,Look at me,Not an interesting note,6/10/2018,9/20/2018
554,257,3923,Standard,Corporate,Active,15/7/2018,28/6/2018,Certified,Look at me,Long note,7/29/2018,1/6/2019
555,176,6340,Standard,Commercial,Active,22/5/2018,1/1/2019,Certified,Nice music,Not an interesting note,11/7/2018,1/28/2019
556,235,1252,Standard,Hybrid,Active,30/11/2018,15/4/2018,Certified,Best 0-100 mph,Long note,11/2/2018,8/1/2018
557,220,8867,Standard,Residential,Active,1/10/2018,3/1/2019,Certified,This in an interesting information,Long note,9/11/2018,9/18/2018
558,103,1617,Standard,Corporate,Active,6/4/2018,17/6/2018,Certified,Look at me,This is a note,5/22/2018,3/11/2019
559,280,1176,Excelium,Commercial,Active,20/7/2018,31/7/2018,Certified,Shinny elevator,This is a note,1/3/2019,10/3/2018
560,15,2461,Excelium,Hybrid,Active,7/12/2018,24/8/2018,Certified,This in an interesting information,Long note,3/23/2018,1/29/2019
561,41,7759,Excelium,Residential,Inactive,19/11/2018,25/9/2018,Certified,This in an interesting information,This is a note,2/24/2019,10/26/2018
562,88,7228,Premium,Corporate,Active,25/8/2018,12/12/2018,Certified,Shinny elevator,This is a note,10/1/2018,12/22/2018
563,444,8343,Excelium,Commercial,Active,5/6/2018,1/5/2018,Certified,This in an interesting information,Useless note,2/4/2019,1/7/2019
564,150,6177,Standard,Hybrid,Active,9/6/2018,15/9/2018,Certified,Look at me,This is a note,12/26/2018,10/26/2018
565,308,5565,Excelium,Residential,Active,3/6/2018,14/9/2018,Not Certified,Shinny elevator,This is a note,3/6/2019,2/28/2019
566,152,5958,Premium,Corporate,Active,9/11/2018,21/4/2018,Certified,Nice music,This is a note,10/4/2018,10/8/2018
567,455,2928,Premium,Commercial,Active,17/11/2018,24/8/2018,Certified,Look at me,Useless note,12/2/2018,4/17/2018
568,416,1097,Standard,Hybrid,Active,1/6/2018,30/3/2018,Certified,Look at me,Not an interesting note,5/4/2018,11/27/2018
569,146,2481,Excelium,Residential,Active,6/8/2018,10/5/2018,Certified,Look at me,Useless note,3/24/2018,11/13/2018
570,155,2186,Excelium,Corporate,Active,18/5/2018,8/3/2019,Certified,This in an interesting information,Long note,7/11/2018,12/26/2018
571,172,3031,Premium,Commercial,Active,25/8/2018,12/3/2019,Certified,Look at me,Not an interesting note,4/13/2018,11/22/2018
572,24,3404,Premium,Hybrid,Active,9/9/2018,1/1/2019,Certified,Best 0-100 mph,Not an interesting note,5/27/2018,1/21/2019
573,356,2075,Standard,Residential,Active,1/1/2019,2/7/2018,Certified,Shinny elevator,Long note,4/30/2018,12/20/2018
574,205,2596,Premium,Corporate,Active,11/6/2018,31/1/2019,Certified,Best 0-100 mph,Useless note,10/6/2018,10/18/2018
575,190,7426,Excelium,Commercial,Active,5/4/2018,2/11/2018,Certified,Look at me,Not an interesting note,11/7/2018,2/16/2019
576,156,4812,Standard,Hybrid,Active,21/11/2018,25/7/2018,Certified,Nice music,Not an interesting note,4/24/2018,12/8/2018
577,311,3579,Premium,Residential,Active,14/12/2018,14/1/2019,Certified,This in an interesting information,Not an interesting note,9/30/2018,5/15/2018
578,462,5869,Excelium,Corporate,Active,7/11/2018,10/10/2018,Certified,Look at me,Long note,10/2/2018,3/7/2019
579,284,1367,Premium,Commercial,Active,20/11/2018,22/6/2018,Certified,Best 0-100 mph,This is a note,3/26/2018,2/8/2019
580,454,6775,Excelium,Hybrid,Active,3/4/2018,18/8/2018,Certified,Best 0-100 mph,Long note,11/22/2018,6/24/2018
581,277,3946,Excelium,Residential,Active,16/2/2019,20/12/2018,Not Certified,Look at me,This is a note,11/20/2018,6/2/2018
582,418,7707,Premium,Corporate,Active,16/12/2018,8/2/2019,Certified,Look at me,Long note,10/25/2018,2/4/2019
583,400,1936,Standard,Commercial,Active,28/6/2018,13/7/2018,Not Certified,Look at me,This is a note,10/25/2018,5/1/2018
584,493,6609,Premium,Hybrid,Active,2/12/2018,19/12/2018,Certified,Look at me,This is a note,8/2/2018,9/8/2018
585,133,3865,Premium,Residential,Active,7/2/2019,4/6/2018,Certified,Shinny elevator,Not an interesting note,6/16/2018,1/16/2019
586,471,1330,Standard,Corporate,Active,4/5/2018,19/2/2019,Certified,This in an interesting information,Useless note,7/14/2018,12/3/2018
587,260,1405,Excelium,Commercial,Active,27/4/2018,16/10/2018,Certified,Best 0-100 mph,Long note,8/22/2018,7/31/2018
588,473,9777,Excelium,Hybrid,Active,20/7/2018,31/3/2018,Not Certified,Nice music,Long note,3/30/2018,7/14/2018
589,291,7151,Standard,Residential,Active,15/3/2018,26/3/2018,Certified,Best 0-100 mph,Not an interesting note,10/26/2018,8/24/2018
590,268,8232,Excelium,Corporate,Active,12/7/2018,3/12/2018,Certified,Shinny elevator,This is a note,9/3/2018,7/6/2018
591,417,6557,Excelium,Commercial,Active,22/8/2018,23/7/2018,Certified,Best 0-100 mph,Not an interesting note,4/13/2018,6/23/2018
592,310,5597,Standard,Hybrid,Active,16/6/2018,5/11/2018,Certified,Shinny elevator,Not an interesting note,2/24/2019,9/21/2018
593,185,5656,Excelium,Residential,Active,18/5/2018,6/8/2018,Certified,Nice music,Useless note,10/14/2018,4/1/2018
594,397,6079,Premium,Corporate,Active,7/4/2018,1/3/2019,Certified,Look at me,Useless note,3/11/2019,6/16/2018
595,474,1855,Excelium,Commercial,Active,6/8/2018,28/7/2018,Certified,Look at me,Useless note,8/28/2018,8/22/2018
596,145,9862,Standard,Hybrid,Active,18/2/2019,15/11/2018,Certified,This in an interesting information,Useless note,4/15/2018,12/6/2018
597,210,7639,Premium,Residential,Active,2/5/2018,27/11/2018,Certified,Best 0-100 mph,Useless note,3/20/2018,4/26/2018
598,174,1104,Standard,Corporate,Active,24/3/2018,20/11/2018,Certified,Shinny elevator,Long note,8/4/2018,8/13/2018
599,345,1436,Excelium,Commercial,Active,9/4/2018,9/12/2018,Certified,Nice music,This is a note,12/31/2018,6/8/2018
600,306,4013,Standard,Hybrid,Active,15/10/2018,31/12/2018,Certified,Look at me,This is a note,2/25/2019,12/28/2018
601,338,6065,Standard,Residential,Active,25/6/2018,18/6/2018,Certified,This in an interesting information,Not an interesting note,1/9/2019,9/21/2018
602,404,7823,Standard,Corporate,Active,28/5/2018,11/7/2018,Certified,This in an interesting information,This is a note,6/22/2018,12/21/2018
603,186,7534,Excelium,Commercial,Active,30/3/2018,24/5/2018,Certified,Look at me,Long note,9/20/2018,9/21/2018
604,295,2227,Premium,Hybrid,Active,27/9/2018,2/3/2019,Certified,Look at me,This is a note,7/8/2018,4/30/2018
605,281,2540,Standard,Residential,Active,19/11/2018,6/10/2018,Certified,Look at me,This is a note,7/9/2018,11/30/2018
606,227,6169,Premium,Corporate,Active,15/6/2018,10/9/2018,Certified,Shinny elevator,This is a note,1/9/2019,10/29/2018
607,218,5388,Standard,Commercial,Active,14/5/2018,12/7/2018,Certified,Nice music,Useless note,10/15/2018,2/19/2019
608,117,9717,Standard,Hybrid,Active,16/3/2018,5/3/2019,Certified,Look at me,This is a note,10/2/2018,4/8/2018
609,173,5004,Standard,Residential,Active,7/3/2019,21/7/2018,Certified,Best 0-100 mph,Not an interesting note,10/18/2018,1/14/2019
610,252,3761,Premium,Corporate,Active,9/11/2018,3/5/2018,Certified,Nice music,Long note,6/28/2018,12/4/2018
611,19,1261,Premium,Commercial,Active,5/8/2018,6/6/2018,Certified,Shinny elevator,Long note,2/27/2019,5/18/2018
612,473,4501,Excelium,Hybrid,Active,15/6/2018,21/2/2019,Certified,Shinny elevator,This is a note,6/23/2018,1/12/2019
613,55,8220,Excelium,Residential,Active,28/10/2018,5/9/2018,Certified,Best 0-100 mph,This is a note,9/7/2018,12/25/2018
614,421,6624,Premium,Corporate,Active,21/1/2019,11/9/2018,Certified,Best 0-100 mph,Useless note,6/17/2018,5/25/2018
615,379,9886,Excelium,Commercial,Active,10/12/2018,16/2/2019,Certified,This in an interesting information,Long note,9/7/2018,1/15/2019
616,69,6967,Excelium,Hybrid,Active,24/6/2018,18/11/2018,Certified,Best 0-100 mph,This is a note,12/11/2018,10/20/2018
617,9,3279,Premium,Residential,Active,20/7/2018,11/12/2018,Certified,Look at me,Not an interesting note,2/26/2019,9/20/2018
618,186,9397,Standard,Corporate,Active,23/2/2019,5/4/2018,Not Certified,This in an interesting information,Useless note,1/11/2019,11/21/2018
619,91,9090,Premium,Commercial,Active,7/1/2019,28/4/2018,Certified,Best 0-100 mph,Useless note,11/14/2018,4/2/2018
620,241,6747,Premium,Hybrid,Active,20/9/2018,31/5/2018,Certified,Look at me,Long note,8/13/2018,4/9/2018
621,357,8470,Premium,Residential,Active,12/12/2018,4/7/2018,Certified,Look at me,Not an interesting note,6/7/2018,9/21/2018
622,70,3134,Excelium,Corporate,Active,16/2/2019,14/6/2018,Certified,Look at me,Long note,8/8/2018,11/24/2018
623,188,6644,Excelium,Commercial,Active,14/3/2018,5/3/2019,Certified,Look at me,Not an interesting note,10/7/2018,5/9/2018
624,152,1432,Standard,Hybrid,Active,7/6/2018,21/4/2018,Certified,Look at me,Long note,8/31/2018,5/18/2018
625,362,7782,Premium,Residential,Inactive,14/1/2019,25/9/2018,Certified,Shinny elevator,Useless note,10/25/2018,6/29/2018
626,234,4904,Premium,Corporate,Active,31/10/2018,18/4/2018,Certified,This in an interesting information,Useless note,4/20/2018,7/24/2018
627,413,6271,Premium,Commercial,Active,30/4/2018,17/9/2018,Certified,Look at me,Useless note,4/14/2018,4/7/2018
628,455,4708,Standard,Hybrid,Active,15/6/2018,18/9/2018,Certified,This in an interesting information,Long note,4/30/2018,8/22/2018
629,55,6961,Standard,Residential,Active,9/9/2018,17/5/2018,Certified,Nice music,This is a note,3/27/2018,4/5/2018
630,13,6571,Standard,Corporate,Active,19/3/2018,28/5/2018,Certified,Best 0-100 mph,Long note,11/24/2018,5/24/2018
631,151,3662,Standard,Commercial,Active,13/1/2019,20/5/2018,Certified,Shinny elevator,Useless note,9/27/2018,8/5/2018
632,388,4770,Premium,Hybrid,Active,14/5/2018,10/7/2018,Certified,Nice music,This is a note,10/6/2018,10/1/2018
633,130,3548,Premium,Residential,Active,17/10/2018,10/8/2018,Certified,Look at me,Useless note,8/5/2018,8/5/2018
634,69,6073,Premium,Corporate,Active,2/6/2018,24/2/2019,Certified,This in an interesting information,Not an interesting note,3/4/2019,7/29/2018
635,493,4867,Excelium,Commercial,Active,13/2/2019,24/4/2018,Certified,Best 0-100 mph,Long note,8/11/2018,4/20/2018
636,62,4709,Excelium,Hybrid,Active,24/6/2018,11/3/2019,Certified,Look at me,Long note,3/29/2018,5/4/2018
637,239,4588,Excelium,Residential,Active,12/12/2018,5/7/2018,Certified,Shinny elevator,This is a note,12/4/2018,2/16/2019
638,93,3761,Standard,Corporate,Active,19/12/2018,25/7/2018,Certified,Shinny elevator,Useless note,4/20/2018,12/19/2018
639,256,6289,Premium,Commercial,Active,2/11/2018,15/1/2019,Certified,Nice music,Long note,11/17/2018,9/3/2018
640,29,7741,Premium,Hybrid,Active,4/11/2018,23/9/2018,Certified,Shinny elevator,This is a note,10/23/2018,9/23/2018
641,46,5676,Standard,Residential,Active,19/5/2018,9/5/2018,Certified,Best 0-100 mph,Long note,4/30/2018,10/19/2018
642,423,1973,Excelium,Corporate,Active,16/12/2018,18/6/2018,Certified,Best 0-100 mph,This is a note,5/22/2018,10/26/2018
643,173,6391,Premium,Commercial,Active,26/3/2018,27/4/2018,Certified,Shinny elevator,Useless note,6/3/2018,8/18/2018
644,42,9400,Standard,Hybrid,Active,4/2/2019,1/11/2018,Certified,Look at me,This is a note,8/5/2018,4/7/2018
645,496,2235,Excelium,Residential,Active,9/4/2018,28/8/2018,Not Certified,This in an interesting information,Not an interesting note,1/25/2019,7/9/2018
646,446,2232,Premium,Corporate,Active,3/4/2018,1/4/2018,Certified,This in an interesting information,This is a note,4/24/2018,1/7/2019
647,383,3518,Premium,Commercial,Active,24/10/2018,13/5/2018,Certified,Best 0-100 mph,This is a note,3/8/2019,8/27/2018
648,494,9026,Premium,Hybrid,Active,24/5/2018,3/11/2018,Not Certified,This in an interesting information,Not an interesting note,3/19/2018,8/27/2018
649,81,6564,Excelium,Residential,Active,6/11/2018,24/6/2018,Certified,This in an interesting information,This is a note,11/6/2018,3/28/2018
650,385,5376,Standard,Corporate,Active,21/12/2018,21/2/2019,Certified,This in an interesting information,Long note,3/6/2019,11/12/2018
651,440,5695,Standard,Commercial,Active,25/12/2018,14/3/2018,Certified,Look at me,Long note,4/28/2018,3/10/2019
